,TagTog,Text
1257,Angry,Peut-être es-tu fier parce que tu as vaincu le mendiant Iros ?
1258,Sadness,Plût aux dieux que cet étranger errant eût péri ailleurs et ne fût point venu nous apporter tant de trouble !
1259,Sadness,"Voici que nous nous querellons pour un mendiant, et que la joie de nos repas est détruite parce que le mal l'emporte !"
1260,Sadness,"Malheureux, vous devenez insensés."
1261,Disgust,"Ne mangez ni ne buvez davantage, car quelque dieu vous excite."
1262,Angry,"Allez dormir, rassasiés, dans vos demeures, quand votre coeur vous l'ordonnera, car je ne contrains personne."
1263,Calmness,"Ô amis, qu'aucun ne réponde par des paroles irritées à cette juste réprimande."
1264,Calmness,"Ne frappez ni cet étranger, ni aucun des serviteurs qui sont dans la maison du divin Odysseus."
1265,Calmness,"Allons ! que le verseur de vin distribue les coupes, afin que nous fassions des libations et que nous allions dormir dans nos demeures."
1266,Calmness,"Laissons cet étranger ici, aux soins de Tèlémakhos qui l'a reçu dans sa chère demeure."
1267,Joy,"Les jeunes hommes accompliront mes ordres, et vous tous, rois porteurs de sceptres, venez dans ma belle demeure, afin que nous honorions notre hôte dans la maison royale. Que nul ne refuse, et appelez le divin aoide Dèmodokos, car un dieu lui a donné le chant admirable qui charme, quand son âme le pousse à chanter."
1268,Calmness,Déjà nous avons satisfait notre âme par ce repas et par les sons de la kithare qui sont la joie des repas.
1269,Joy,"Laodamas, tu as bien parlé."
1270,Joy,"Viens donc, et chasse la tristesse de ton âme."
1271,Sadness,"Laodamas, pourquoi me provoques-tu à combattre ? Les douleurs remplissent mon âme plus que le désir des jeux. J'ai déjà subi beaucoup de maux et supporté beaucoup de travaux, et maintenant, assis dans votre agora, j'implore mon retour, priant le roi et tout le peuple."
1272,Disgust,"Tu parais, mon hôte, ignorer tous les jeux où s'exercent les hommes, et tu ressembles à un chef de matelots marchands qui, sur une nef de charge, n'a souci que de gain et de provisions, plutôt qu'à un athlète."
1273,Angry,"Mon hôte, tu n'as point parlé convenablement, et tu ressembles à un homme insolent."
1274,Angry,"Ainsi, tu es beau, et un dieu ne t'aurait point formé autrement, mais tu manques d'intelligence, et, comme tu as mal parlé, tu as irrité mon coeur dans ma chère poitrine. Je n'ignore point ces combats, ainsi que tu le dis. J'étais entre les premiers, quand je me confiais dans ma jeunesse et dans la vigueur de mes bras. Maintenant, je suis accablé de misères et de douleurs, ayant subi de nombreux combats parmi les hommes ou en traversant les flots dangereux. Mais, bien que j'aie beaucoup souffert, je tenterai ces jeux, car ta parole m'a mordu, et tu m'as irrité par ce discours."
1275,Sadness,"Maintenant, je suis accablé de misères et de douleurs, ayant subi de nombreux combats parmi les hommes ou en traversant les flots dangereux."
1276,Joy,Mon âme et mon coeur m'excitent à tenter tous les autres combats.
1277,Angry,"Que chacun de vous se fasse ce péril, car vous m'avez grandement irrité."
1278,Calmness,"Mais je n'en récuse ni n'en repousse aucun autre. Je n'ignore aucun des combats qui se livrent parmi les hommes. Je sais surtout tendre un arc récemment poli, et le premier j'atteindrais un guerrier lançant des traits dans la foule des hommes ennemis, même quand de nombreux compagnons l'entoureraient et tendraient l'arc contre moi. Le seul Philoktètès l'emportait sur moi par son arc, chez le peuple des Troiens, toutes les fois que les Akhaiens lançaient des flèches. Mais je pense être maintenant le plus habile de tous les mortels qui se nourrissent de pain sur la terre."
1279,Fear,"Seulement, je crains qu'un des Phaiakiens me surpasse à la course, ayant été affaibli par beaucoup de fatigues au milieu des flots"
1280,Joy,"Mon hôte, tes paroles me plaisent."
1281,Joy,"Allons ! vous qui êtes les meilleurs danseurs Phaiakiens, dansez, afin que notre hôte, de retour dans sa demeure, dise à ses amis combien nous l'emportons sur tous les autres hommes dans la science de la mer, par la légèreté des pieds, à la danse et par le chant. Que quelqu'un apporte aussitôt à Dèmodokos sa kithare sonore qui est restée dans nos demeures."
1282,Angry,venez voir des choses honteuses et intolérables
1283,Sadness,"en les voyant sur ce lit, je suis plein de douleur"
1284,Joy,Notre hôte me semble plein de sagesse. Allons ! Il convient de lui offrir les dons hospitaliers.
1285,Joy,"Et, aussitôt, nous apporterons tous ensemble ces présents, afin que notre hôte, les possédant, siège au repas, l'âme pleine de joie"
1286,Calmness,"j'apaiserai notre hôte, comme tu me l'ordonnes, et je lui donnerai cette épée d'airain, dont la poignée est d'argent et dont la gocine est d'ivoire récemment travaillé. Ce don sera digne de notre hôte."
1287,Calmness,"Salut, hôte, mon père ! si j'ai dit une parole mauvaise, que les tempêtes l'emportent ! Que les dieux t'accordent de retourner dans ta patrie et de revoir ta femme, car tu as longtemps souffert loin de tes amis."
1288,Joy,"afin que notre hôte, s'étant baigné, contemple les présents que lui ont apportés les irréprochables Phaiakiens, et qu'il se réjouisse du repas, en écoutant le chant de l'aoide."
1289,Joy,"je lui donnerai cette belle coupe d'or, afin qu'il se souvienne de moi tous les jours de sa vie, quand il fera, dans sa demeure, des libations à Zeus et aux autres dieux."
1290,Joy,"Plaise aux dieux, quand tu seras dans la terre de la patrie, que tu te souviennes de moi à qui tu dois la vie."
1291,Joy,"je t'adresserai des voeux tous les jours de ma vie, car tu m'as sauvé, ô vierge !"
1292,Joy,"Moi aussi je l'aime, quoique je sois affligé. Les aoides sont dignes d'honneur et de respect parmi tous les hommes terrestres, car la Muse leur a enseigné le chant, et elle aime la race des aoides."
1293,Joy,"Dèmodokos, je t'honore plus que tous les hommes mortels, soit que la Muse, fille de Zeus, t'ait instruit, soit Apollôn. Tu as admirablement chanté"
1294,Calmness,"afin que, nous et notre hôte, nous soyons tous également satisfaits."
1295,Joy,Nous avons préparé le retour de notre hôte vénérable et des présents amis que nous lui avons offerts parce que nous l'aimons.
1296,Angry,"Poseidaôn s'irriterait contre nous, parce que nous reconduisons impunément tous les étrangers."
1297,Sadness,"Dis pourquoi tu pleures en écoutant la destinée des Argiens, des Danaens et d'Ilios !"
1298,Sadness,"du double malheur tombé sur ma demeure ; car, d'une part, j'ai perdu mon père irréprochable, qui autrefois vous commandait, et qui, pour vous aussi, était doux comme un père ; et, d'un autre côté, voici maintenant, – et c'est un mal pire qui détruira bientôt ma demeure et dévorera tous mes biens, – que des prétendants assiègent ma mère contre sa volonté. Et ce sont les fils bien-aimés des meilleurs d'entre ceux qui siègent ici. Et ils ne veulent point se rendre dans la demeure d'Ikarios, père de Pènélopéia, qui dotera sa fille et la donnera à qui lui plaira davantage. Et ils envahissent tous les jours notre demeure, tuant mes boeufs, mes brebis et mes chèvres grasses, et ils en font des repas magnifiques, et ils boivent mon vin noir effrontément et dévorent tout. Il n'y a point ici un homme tel qu'Odysseus qui puisse repousser cette ruine loin de ma demeure, et je ne puis rien, moi qui suis inhabile et sans force guerrière. Certes, je le ferais si j'en avais la force, car ils commettent des actions intolérables, et ma maison périt honteusement.""
""Indignez-vous donc, vous-mêmes. Craignez les peuples voisins qui habitent autour d'Ithakè, et la colère des dieux qui puniront ces actions iniques. Je vous supplie, par Zeus Olympien, ou par Thémis qui réunit ou qui disperse les agoras des hommes, venez à mon aide, amis, et laissez-moi subir au moins ma douleur dans la solitude. Si jamais mon irréprochable père Odysseus a opprimé les Akhaiens aux belles knèmides, et si, pour venger leurs maux, vous les excitez contre moi, consumez plutôt vous-mêmes mes biens et mes richesses ; car, alors, peut-être verrions-nous le jour de l'expiation. Nous pourrions enfin nous entendre devant tous, expliquant les choses jusqu'à ce qu'elles soient résolues."
1299,Disgust,"Et ils envahissent tous les jours notre demeure, tuant mes boeufs, mes brebis et mes chèvres grasses, et ils en font des repas magnifiques, et ils boivent mon vin noir effrontément et dévorent tout."
1300,Angry,"Il n'y a point ici un homme tel qu'Odysseus qui puisse repousser cette ruine loin de ma demeure, et je ne puis rien, moi qui suis inhabile et sans force guerrière. Certes, je le ferais si j'en avais la force, car ils commettent des actions intolérables, et ma maison périt honteusement.""
""Indignez-vous donc, vous-mêmes. Craignez les peuples voisins qui habitent autour d'Ithakè, et la colère des dieux qui puniront ces actions iniques."
1301,Angry,"Tèlémakhos, agorète orgueilleux et plein de colère, tu as parlé en nous outrageant, et tu veux nous couvrir d'une tache honteuse. Les prétendants Akhaiens ne t'ont rien fait. C'est plutôt ta mère, qui, certes, médite mille ruses."
1302,Angry,"Si votre coeur s'en indigne, sortez de ma demeure, songez à d'autres repas, mangez vos propres biens en des festins réciproques. Mais s'il vous semble meilleur et plus équitable de dévorer impunément la subsistance d'un seul homme, faites ! Moi, j'invoquerai les dieux éternels. Et si jamais Zeus permet qu'un juste retour vous châtie, vous périrez sans vengeance dans ma demeure."
1303,Angry,"Ô Vieillard, va dans ta maison faire des prédictions à tes enfants"
1304,Angry,"Tu ne proférerais pas tant de prédictions vaines, et tu n'exciterais pas ainsi Tèlémakhos déjà irrité, avec l'espoir sans doute qu'il t'offrira un présent dans sa maison. Mais je te le dis, et ceci s'accomplira : Si, le trompant par ta science ancienne et tes paroles, tu pousses ce jeune homme à la colère, tu lui seras surtout funeste ; car tu ne pourras rien contre nous ; et nous t'infligerons, ô vieillard, une amende que tu déploreras dans ton coeur, la supportant avec peine ; et ta douleur sera accablante."
1305,Angry,"nous n'avons nul souci, ô Vieillard, de tes vaines prédictions, et tu ne nous en seras que plus odieux."
1306,Calmness,"Eurymakhos, et tous, tant que vous êtes, illustres prétendants, je ne vous supplierai ni ne vous parlerai plus longtemps."
1307,Fear,"Craignez qu'un roi porte-sceptre ne soit plus jamais ni bienveillant, ni doux, et qu'il ne médite plus de bonnes actions dans son esprit, mais qu'il soit cruel désormais"
1308,Disgust,"Je ne reproche point aux prétendants orgueilleux de commettre des actions violentes dans un esprit inique, car ils jouent leurs têtes en consumant la demeure d'Odysseus qu'ils pensent ne plus revoir."
1309,Angry,"Maintenant, c'est contre tout le peuple que je m'irrite, contre vous qui restez assis en foule et qui n'osez point parler, ni réprimer les prétendants peu nombreux, bien que vous soyez une multitude."
1310,Angry,"Mentôr, injurieux et stupide, qu'as-tu dit ?"
1311,Angry,"Même si l'Ithakèsien Odysseus, survenant lui-même, songeait dans son esprit à chasser les illustres prétendants assis au festin dans sa demeure, certes, sa femme, bien qu'elle le désire ardemment, ne se réjouirait point alors de le revoir, car il rencontrerait une mort honteuse, s'il combattait contre un si grand nombre."
1312,Sadness,"Et voici que les Akhaiens m'en empêchent, et surtout les orgueilleux prétendants."
1313,Calmness,"qu'il n'y ait plus dans ton coeur ni soucis, ni mauvais desseins. Mange et bois en paix comme auparavant."
1314,Angry,"Antinoos, il ne m'est plus permis de m'asseoir au festin et de me réjouir en paix avec vous, orgueilleux ! N'est-ce pas assez, prétendants, que vous ayez déjà dévoré mes meilleures richesses, tandis que j'étais enfant ? Maintenant, je suis plus grand, et j'ai écouté les conseils des autres hommes, et la colère a grandi dans mon coeur."
1315,Fear,"Certes, voici que Tèlémakhos médite notre destruction"
1316,Fear,"Peut-être aussi veut-il aller dans la fertile terre d'Ephyrè, afin d'en rapporter des poisons mortels qu'il jettera dans nos kratères pour nous tuer tous."
1317,Sadness,"Pourquoi, cher enfant, as-tu cette pensée ? Tu veux aller à travers tant de pays, ô fils unique et bien-aimé ? Mais le divin Odysseus est mort, loin de la terre de la patrie, chez un peuple inconnu."
1318,Surprise,"Pourquoi, cher enfant, as-tu cette pensée ?"
1319,Fear,"Et les prétendants te tendront aussitôt des pièges, et tu périras par ruse, et ils partageront tes biens."
1320,Calmness,"Rassure-toi, nourrice ; ce dessein n'est point sans l'avis d'un dieu."
1321,Disgust,"illustres prétendants qui, pour manger et boire sans cesse, avez envahi la maison d'un homme absent depuis longtemps, et qui dévorez ses richesses, sans autre prétexte que celui de m'épouser."
1322,Angry,"Rustres stupides, qui ne pensez qu'au jour le jour, pourquoi pleurez-vous, misérables, et remuez-vous ainsi dans sa poitrine l'âme de cette femme qui est en proie à la douleur, depuis qu'elle a perdu son cher mari ? Mangez en silence, ou' allez pleurer dehors et laissez ici cet arc."
1323,Surprise,"Ô dieux ! Certes, le Kroniôn Zeus m'a rendu insensé. Voici que ma chère mère, bien que très prudente, dit qu'elle va suivre un autre homme et quitter cette demeure ! Et voici que je ris et que je me réjouis dans mon esprit insensé !"
1324,Joy,Et voici que je ris et que je me réjouis dans mon esprit insensé !
1325,Sadness,"Ô dieux ! ou je ne serai jamais qu'un homme sans force, ou je suis trop jeune encore et je n'ai point la vigueur qu'il faudrait pour repousser un guerrier qui m'attaquerait."
1326,Angry,"Leiôdès, quelle parole s'est échappée d'entre tes dents ? Elle est mauvaise et funeste, et je suis irrité de l'avoir entendue. Cet arc doit priver de leur coeur et de leur âme beaucoup de braves guerriers, parce que tu n'as pu le tendre ! Ta mère vénérable ne t'a point enfanté pour tendre les arcs, mais, bientôt, d'autres prétendants illustres tendront celui-ci."
1327,Joy,Plût aux dieux que mon voeu fût accompli ! Plût aux dieux que ce héros revînt et qu'un dieu le ramenât
1328,Sadness,Après avoir souffert des maux innombrables
1329,Calmness,Cessez de pleurer et de gémir
1330,Fear,"de peur que, sortant de la demeure, quelqu'un vous voie et le dise"
1331,Sadness,"je ressens une grande douleur pour moi et pour tous. Je ne gémis pas seulement à cause de mes noces, bien que j'en sois attristé"
1332,Sadness,je gémis que nous soyons tellement inférieurs en force au divin Odysseus que nous ne puissions tendre son arc. Ce sera notre honte dans l'avenir.
1333,Calmness,C'est aujourd'hui parmi le peuple la fête sacrée d'un dieu ; qui pourrait tendre un arc ? Laissons-le en repos
1334,Angry,"Ah ! misérable étranger, ne te reste-t-il plus le moindre sens ? Ne te plaît-il plus de prendre tranquillement ton repas à nos tables ? Es-tu privé de nourriture ? N'entends-tu pas nos paroles ? Jamais aucun autre étranger ou mendiant ne nous a écoutés ainsi."
1335,Surprise,"Ah ! misérable étranger, ne te reste-t-il plus le moindre sens ?"
1336,Angry,"Je te prédis un châtiment aussi grand si tu tends cet arc. Tu ne supplieras plus personne dans cette demeure, car nous t'enverrons aussitôt sur une nef noire au roi Ékhétos, le plus féroce de tous les hommes. Et là tu ne te sauveras pas."
1337,Calmness,Bois donc en repos et ne lutte point contre des hommes plus jeunes que toi.
1338,Calmness,"Qu'aucun de vous, prenant ici son repas, ne s'inquiète de ceci, car cette pensée n'est point convenable."
1339,Fear,"nous craignons la rumeur des hommes et des femmes. Le dernier des Akhaiens dirait : – ‘Certes, ce sont les pires des hommes qui recherchent la femme d'un homme irréprochable, car ils n'ont pu tendre son arc poli, tandis qu'un mendiant vagabond a tendu aisément l'arc et lancé une flèche à travers le fer.’ – En parlant ainsi, il nous couvrirait d'opprobre."
1340,Disgust,ils ne peuvent s'illustrer parmi le peuple ceux qui méprisent et ruinent la maison d'un homme brave.
1341,Angry,"Où portes-tu cet arc, immonde porcher ? vagabond ! Bientôt les chiens rapides que tu nourris te mangeront au milieu de tes porcs, loin des hommes, si Apollôn et les autres dieux immortels nous sont propices."
1342,Fear,"de peur que, bien que plus jeune que toi, je te chasse à coups de pierres vers tes champs, car je suis le plus fort."
1343,Angry,Plût aux dieux que je fusse aussi supérieur par la force de mes bras aux prétendants qui sont ici ! car je les chasserais aussitôt honteusement de ma demeure où ils commettent des actions mauvaises.
1344,Surprise,Comme ce vagabond plein de mauvais desseins le retourne entre ses mains.
1345,Disgust,des hommes insolents qui dévoreront et se partageront tes biens
1346,Disgust,la terre enfermera plus d'un de ces prétendants qui mangent tes biens
1347,Calmness,"Tèlémakhos, je ne te retiendrai pas plus longtemps, puisque tu désires t'en retourner."
1348,Angry,Je m'irrite également contre un homme qui aime ses hôtes outre mesure ou qui les hait.
1349,Calmness,"Une conduite convenable est la meilleure. Il est mal de renvoyer un hôte qui veut rester, ou de retenir celui qui veut partir ; mais il faut le traiter avec amitié s'il veut rester, ou le renvoyer s'il veut partir."
1350,Joy,"Il est honorable, glorieux et utile de parcourir une grande étendue de pays après avoir mangé."
1351,Fear,"je crains, ou de périr en cherchant mon divin père, ou, loin de mes demeures, de perdre mes richesses."
1352,Joy,"que Zeus, le puissant mari de Hèrè, accomplisse le retour que tu désires dans ton âme !"
1353,Joy,réjouis-toi de mon souvenir.
1354,Joy,"Portez mon salut au prince des peuples Nestôr, qui était aussi doux qu'un père pour moi"
1355,Joy,"Plaise aux dieux que, de retour dans Ithakè et dans la demeure d'Odysseus, je puisse dire avec quelle amitié tu m'as reçu, toi dont j'emporte les beaux et nombreux présents."
1356,Sadness,"Odysseus, après avoir beaucoup souffert et beaucoup erré"
1357,Joy,reviendra dans sa maison et se vengera.
1358,Fear,", de peur que le vieillard me retienne malgré moi dans sa demeure, désirant m'honorer"
1359,Angry,il sera très irrité.
1360,Sadness,sans doute il a péri d'une mort lamentable.
1361,Fear,"de peur qu'ils me tuent, car je pense qu'ils me poursuivent."
1362,Surprise,"Hélas ! mon hôte, quel dessein a conçu ton esprit ?"
1363,Angry,"Certes, si tu désires te mêler à la foule des prétendants, c'est que tu veux périr. Leur insolence et leur violence sont montées jusqu'à l'Ouranos de fer."
1364,Joy,"Plaise aux dieux, Eumaios, que tu sois aussi cher au père Zeus qu'à moi, puisque tu as mis fin à mes courses errantes et à mes peines"
1365,Sadness,"il n'est rien de pire pour les hommes que d'errer ainsi, et celui d'entre eux qui vagabonde subit l'inquiétude et la douleur et les angoisses d'un ventre affamé."
1366,Sadness,"il supplie toujours Zeus, dans ses demeures, d'enlever son âme de son corps, car il gémit très amèrement sur son fils qui est absent, et sur sa femme qu'il avait épousée vierge ; et la mort de celle-ci l'accable surtout de tristesse et lui fait sentir l'horreur de la vieillesse. Elle est morte d'une mort lamentable par le regret de son illustre fils. Ainsi, bientôt, mourra ici quiconque m'a aimé."
1367,Sadness,"malgré sa douleur,"
1368,Sadness,"maintenant, je suis privé de tous ces biens"
1369,Sadness,"il m'est amer de ne plus entendre les paroles de ma maîtresse ; mais le malheur et des hommes insolents sont entrés dans sa demeure, et les serviteurs sont privés de parler ouvertement à leur maîtresse, de l'interroger, de manger et de boire avec elle et de rapporter aux champs les présents qui réjouissent l'âme des serviteurs."
1370,Calmness,réjouis-toi de boire ce vin en repos. Les nuits sont longues et laissent le temps de dormir et le temps d'être charmé par les récits.
1371,Sadness,nous nous charmerons par le souvenir de nos douleurs ; car l'homme qui a beaucoup souffert et beaucoup erré est charmé par le souvenir de ses douleurs.
1372,Joy,l'homme qui a beaucoup souffert et beaucoup erré est charmé par le souvenir de ses douleurs.
1373,Fear,de peur qu'on le dise au vieillard
1374,Sadness,"je restai seul, gémissant dans mon coeur."
1375,Sadness,"Eumaios, certes, tu as profondément ému mon coeur en me racontant toutes les douleurs que tu as déjà subies"
1376,Calmness,"Zeus a mêlé pour toi le bien au mal, puisque tu es entré, après avoir beaucoup souffert, dans la demeure d'un homme excellent qui t'a donné abondamment à boire et à manger, et chez qui ta vie est paisible"
1377,Joy,"Plaise aux dieux, étranger, que ta parole s'accomplisse ! Je t'aimerai, et je te ferai de nombreux présents, et nul ne pourra se dire plus heureux que toi."
1378,Joy,tu m'es le plus cher des compagnons qui m'ont suivi à Pylos.
1379,Angry,"Voici que cette épreuve tout entière est accomplie. Maintenant, je viserai un autre but qu'aucun homme n'a jamais touché. Qu'Apollôn me donne la gloire de l'atteindre !"
1380,Angry,"Étranger, tu envoies traîtreusement tes flèches contre les hommes ! Tu ne tenteras pas d'autres épreuves, car voici que ta destinée terrible va s'accomplir. Tu viens de tuer le plus illustre des jeunes hommes d'Ithakè, et les vautours te mangeront ici !"
1381,Angry,"Chiens ! vous ne pensiez pas que je reviendrais jamais du pays des Troiens dans ma demeure. Et vous dévoriez ma maison, et vous couchiez de force avec mes servantes, et, moi vivant, vous recherchiez ma femme, ne redoutant ni les dieux qui habitent le large Ouranos, ni le blâme des hommes qui viendront ! Maintenant, les kères de la mort vont vous saisir tous !"
1382,Fear,"S'il est vrai que tu sois Odysseus l'Ithakèsien revenu ici, tu as bien parlé en disant que les Akhaiens ont commis des actions iniques dans tes demeures et dans tes champs. Mais le voici gisant celui qui a été cause de tout. C'est Antinoos qui a été cause de tout, non parce qu'il désirait ses noces, mais ayant d'autres desseins que le Kroniôn ne lui a point permis d'accomplir. Il voulait régner sur le peuple d'Ithakè bien bâtie et tendait des embûches à ton fils pour le tuer. Maintenant qu'il a été tué justement, aie pitié de tes concitoyens. Bientôt nous t'apaiserons devant le peuple. Nous te payerons tout ce que nous avons bu et mangé dans tes demeures. Chacun de nous t'amènera vingt boeufs, de l'airain et de l'or, jusqu'à ce que ton âme soit satisfaite. Mais avant que cela soit fait, ta colère est juste."
1383,Angry,"Eurymakhos, même si vous m'apportiez tous vos biens paternels et tout ce que vous possédez maintenant, mes mains ne s'abstiendraient pas du carnage avant d'avoir châtié l'insolence de tous les prétendants. Choisissez, ou de me combattre, ou de fuir, si vous le pouvez, la kèr et la mort. Mais je ne pense pas qu'aucun de vous échappe à la noire destinée."
1384,Angry,"Ô amis, cet homme ne retiendra pas ses mains inévitables, ayant saisi l'arc poli et le carquois, et tirant ses flèches du seuil de la salle, jusqu'à ce qu'il nous ait tués tous. Souvenons-nous donc de combattre ; tirez vos épées, opposez les tables aux flèches rapides, jetons-nous tous sur lui, et nous le chasserons du seuil et des portes, et nous irons par la ville, soulevant un grand tumulte, et, bientôt, cet homme aura tiré sa dernière flèche."
1385,Calmness,"Ô père, je vais t'apporter un bouclier et deux lances et un casque d'airain adapté à tes tempes. Moi-même je m'armerai, ainsi que le porcher et le bouvier, car il vaut mieux nous armer."
1386,Angry,"Apporte-les en courant ; tant que j'aurai des flèches pour combattre, ils ne m'éloigneront pas des portes, bien que je sois seul."
1387,Angry,"Ô amis, quelqu'un ne pourrait-il pas monter à cette porte, afin de parler au peuple et d'exciter un grand tumulte ? Cet homme aurait bientôt lancé son dernier trait."
1388,Fear,"Cela ne se peut, divin Agélaos. L'entrée de la belle porte de la cour est étroite et difficile à passer, et un seul homme vigoureux nous arrêterait tous. Mais je vais vous apporter des armes de la chambre haute ; c'est là, je pense, et non ailleurs, qu'Odysseus et son illustre fils les ont déposées."
1389,Fear,"Tèlémakhos, voici qu'une des femmes de la maison, ou Mélanthios, nous expose à un danger terrible."
1390,Sadness,"Ô père, c'est moi qui ai failli, et aucun autre n'est cause de ceci, car j'ai laissé ouverte la porte solide de la chambre haute, et la sentinelle des prétendants a été plus vigilante que moi."
1391,Angry,"Va, divin Eumaios, ferme la porte de la chambre haute, et vois si c'est une des femmes qui a fait cela, ou Mélanthios, fils de Dolios, comme je le pense."
1392,Angry,"Divin Laertiade, subtil Odysseus, ce méchant homme que nous soupçonnions retourne dans la chambre haute. Dis-moi la vérité ; le tuerai-je, si je suis le plus fort, ou te l'amènerai-je pour qu'il expie toutes les actions exécrables qu'il a commises dans ta demeure ?"
1393,Angry,"Certes, Tèlémakhos et moi nous contiendrons les prétendants insolents, malgré leur fureur. Vous, liez-lui les pieds et les mains, jetez-le dans la chambre, et, avant de fermer les portes derrière vous, enchaînez-le et suspendez-le à une haute colonne, afin que, vivant longtemps, il subisse de cruelles douleurs."
1394,Joy,"Maintenant, Mélanthios, tu vas faire sentinelle toute la nuit, couché dans ce lit moelleux, comme il est juste. Éôs au thrône d'or ne t'échappera pas quand elle sortira des flots d'Okéanos, à l'heure où tu amènes tes chèvres aux prétendants pour préparer leur repas."
1395,Joy,"Mentôr, éloigne de nous le danger et souviens-toi de ton cher compagnon qui t'a comblé de biens, car tu es de mon âge."
1396,Angry,"Odysseus, tu n'as plus ni la vigueur, ni le courage que tu avais quand tu combattis neuf ans, chez les Troiens, pour Hélénè aux bras blancs née d'un père divin. Tu as tué, dans la rude mêlée, de nombreux guerriers, et c'est par tes conseils que la ville aux larges rues de Priamos a été prise. Pourquoi, maintenant que tu es revenu dans tes demeures, au milieu de tes richesses, cesses-tu d'être brave en face des prétendants ? Allons, cher ! tiens-toi près de moi ; regarde-moi combattre, et vois si, contre tes ennemis, Mentôr Alkimide reconnaît le bien que tu lui as fait !"
1397,Angry,"Ô amis, cet homme va retenir ses mains inévitables. Déjà Mentôr qui était venu proférant de vaines bravades les a laissés seuls sur le seuil de la porte. C'est pourquoi lancez tous ensemble vos longues piques. Allons ! lançons-en six d'abord. Si Zeus nous accorde de frapper Odysseus et nous donne cette gloire, nous aurons peu de souci des autres, si celui-là tombe."
1398,Angry,"Ô amis, c'est à moi maintenant et à vous. Lançons nos piques dans la foule des prétendants, qui, en nous tuant, veulent mettre le comble aux maux qu'ils ont déjà causés."
1399,Joy,"Ô Polytherside, ami des injures, il faut cesser de parler avec arrogance et laisser faire les dieux, car ils sont les plus puissants. Voici le salaire du coup que tu as donné au divin Odysseus tandis qu'il mendiait dans sa demeure."
1400,Fear,"Je te supplie, Odysseus ! Écoute, prends pitié de moi ! je te le jure, jamais je n'ai, dans tes demeures, dit une parole outrageante aux femmes, ni commis une action inique, et j'arrêtais les autres prétendants quand ils en voulaient commettre ; mais ils ne m'obéissaient point et ne s'abstenaient point de violences, et c'est pourquoi ils ont subi une honteuse destinée en expiation de leur folie. Mais moi, leur sacrificateur, qui n'ai rien fait, mourrai-je comme eux ? Ainsi, à l'avenir, les bonnes actions n'auront plus de récompense !"
1401,Fear,"Je te supplie, Odysseus ! Écoute, et prends pitié de moi ! Une grande douleur te saisirait plus tard, si tu tuais un aoide qui chante les dieux et les hommes. Je me suis instruit moi-même, et un dieu a mis tous les chants dans mon esprit. Je veux te chanter toi-même comme un dieu, c'est pourquoi, ne m'égorge donc pas. Tèlémakhos, ton cher fils, te dira que ce n'a été ni volontairement, ni par besoin, que je suis venu dans ta demeure pour y chanter après le repas des prétendants. Étant nombreux et plus puissants, ils m'y ont amené de force."
1402,Calmness,"Arrête ; ne frappe point de l'airain un innocent. Nous sauverons aussi le héraut Médôn, qui, depuis que j'étais enfant, a toujours pris soin de moi dans notre demeure, si toutefois Philoitios ne l'a point tué, ou le porcher, ou s'il ne t'a point rencontré tandis que tu te ruais dans la salle."
1403,Fear,"Ô ami, je suis encore ici. Arrête ! Dis à ton père qu'il n'accable point ma faiblesse de sa force et de l'airain aigu, étant encore irrité contre les prétendants qui ont dévoré ses richesses dans ses demeures et qui t'ont méprisé comme des insensés."
1404,Joy,"Prends courage, puisque déjà Tèlémakhos t'a sauvé, afin que tu saches dans ton âme et que tu dises aux autres qu'il vaut mieux faire le bien que le mal."
1405,Calmness,"Mais sortez tous deux de la maison et asseyez-vous dans la cour, loin du carnage, toi et l'illustre aoide, tandis que j'achèverai de faire ici ce qu'il faut."
1406,Calmness,"Tèlémakhos, hâte-toi, appelle la nourrice Eurykléia, afin que je lui dise ce que j'ai dans l'âme."
1407,Calmness,"Viens, ô vieille femme née autrefois, toi qui surveilles les servantes dans nos demeures, viens en hâte. Mon père t'appelle pour te dire quelque chose."
1408,Joy,"Vieille femme, réjouis-toi dans ton âme et ne hurle pas. Il n'est point permis d'insulter des hommes morts. La moire des dieux et leurs actions impies ont dompté ceux-ci."
1409,Angry,"Ils n'honoraient aucun de ceux qui venaient à eux, parmi les hommes terrestres, ni le bon, ni le mauvais. C'est pourquoi ils ont subi une mort honteuse, à cause de leurs violences. Mais, allons ! indique-moi les femmes qui sont dans cette demeure, celles qui m'ont outragé"
1410,Joy,et celles qui n'ont point failli.
1411,Calmness,"Mon enfant, je te dirai la vérité. Tu as dans tes demeures cinquante femmes que nous avons instruites aux travaux, à tendre les laines et à supporter la servitude."
1412,Angry,"Douze d'entre elles se sont livrées à l'impudicité. Elles ne m'honorent point, ni Pènélopéia elle-même."
1413,Calmness,"Quant à Tèlémakhos, qui, il y a peu de temps, était encore enfant, sa mère ne lui a point permis de commander aux femmes. Mais je vais monter dans la haute chambre splendide et tout dire à Pènélopéia, à qui un dieu a envoyé le sommeil."
1414,Calmness,Ne l'éveille pas encore.
1415,Angry,"Ordonne aux femmes de venir ici, et d'abord celles qui ont commis de mauvaises actions."
