,Part,Text,Senticnet,PyFeel
2636,e_14,Tèlémakhos,,positivity
2637,e_25,"Eurymakhos, et tous, tant que vous êtes, illustres prétendants, je ne vous supplierai ni ne vous parlerai plus longtemps. Les dieux et tous les Akhaiens savent maintenant ces choses. Mais donnez-moi promptement une nef rapide et vingt compagnons qui fendent avec moi les chemins de la mer. J'irai à Spartè et dans la sablonneuse Pylos m'informer du retour de mon père depuis longtemps absent. Ou quelqu'un d'entre les hommes m'en parlera, ou j'entendrai la renommée de Zeus qui porte le plus loin la gloire des hommes. Si j'entends dire que mon père est vivant et revient, j'attendrai encore une année, bien qu'affligé. Si j'entends dire qu'il est mort et ne doit plus reparaître, je reviendrai dans la chère terre de la patrie, je lui élèverai un tombeau, je célébrerai d'illustres funérailles, telles qu'il convient, et je donnerai ma mère à un mari.",ecstasy,positivity
2638,Calmness,"Eurymakhos, et tous, tant que vous êtes, illustres prétendants, je ne vous supplierai ni ne vous parlerai plus longtemps.",melancholy,positivity
2639,e_14,"Mentôr,",,positivity
2640,e_25,"Écoutez-moi maintenant, Ithakèsiens, quoi que je dise. Craignez qu'un roi porte-sceptre ne soit plus jamais ni bienveillant, ni doux, et qu'il ne médite plus de bonnes actions dans son esprit, mais qu'il soit cruel désormais et veuille l'iniquité, puisque nul ne se souvient du divin Odysseus parmi les peuples auxquels il commandait aussi doux qu'un père. Je ne reproche point aux prétendants orgueilleux de commettre des actions violentes dans un esprit inique, car ils jouent leurs têtes en consumant la demeure d'Odysseus qu'ils pensent ne plus revoir. Maintenant, c'est contre tout le peuple que je m'irrite, contre vous qui restez assis en foule et qui n'osez point parler, ni réprimer les prétendants peu nombreux, bien que vous soyez une multitude.",ecstasy,positivity
2641,Fear,"Craignez qu'un roi porte-sceptre ne soit plus jamais ni bienveillant, ni doux, et qu'il ne médite plus de bonnes actions dans son esprit, mais qu'il soit cruel désormais",terror,positivity
2642,Disgust,"Je ne reproche point aux prétendants orgueilleux de commettre des actions violentes dans un esprit inique, car ils jouent leurs têtes en consumant la demeure d'Odysseus qu'ils pensent ne plus revoir.",ecstasy,positivity
2643,Angry,"Maintenant, c'est contre tout le peuple que je m'irrite, contre vous qui restez assis en foule et qui n'osez point parler, ni réprimer les prétendants peu nombreux, bien que vous soyez une multitude.",grief,positivity
2644,e_14,l'Euènoride Leiôkritos,,positivity
2645,e_25,"Mentôr, injurieux et stupide, qu'as-tu dit ? Tu nous exhortes à nous retirer ! Certes, il serait difficile de chasser violemment du festin tant de jeunes hommes. Même si l'Ithakèsien Odysseus, survenant lui-même, songeait dans son esprit à chasser les illustres prétendants assis au festin dans sa demeure, certes, sa femme, bien qu'elle le désire ardemment, ne se réjouirait point alors de le revoir, car il rencontrerait une mort honteuse, s'il combattait contre un si grand nombre. Tu n'as donc point bien parlé. Allons ! dispersons-nous, et que chacun retourne à ses travaux. Mentôr et Halithersès prépareront le voyage de Tèlémakhos, puisqu'ils sont dès sa naissance ses amis paternels. Mais je pense qu'il restera longtemps ici, écoutant des nouvelles dans Ithakè, et qu'il n'accomplira point son dessein.",ecstasy,positivity
2646,Angry,"Mentôr, injurieux et stupide, qu'as-tu dit ?",grief,angry
2647,Angry,"Même si l'Ithakèsien Odysseus, survenant lui-même, songeait dans son esprit à chasser les illustres prétendants assis au festin dans sa demeure, certes, sa femme, bien qu'elle le désire ardemment, ne se réjouirait point alors de le revoir, car il rencontrerait une mort honteuse, s'il combattait contre un si grand nombre.",ecstasy,positivity
2648,e_14,Tèlémakhos,,positivity
2649,e_25,"Entends-moi, déesse qui es venue hier dans ma demeure, et qui m'as ordonné d'aller sur une nef, à travers la mer sombre, m'informer de mon père depuis longtemps absent. Et voici que les Akhaiens m'en empêchent, et surtout les orgueilleux prétendants.",ecstasy,positivity
2650,Sadness,"Et voici que les Akhaiens m'en empêchent, et surtout les orgueilleux prétendants.",grief,positivity
2651,e_14,Athènè,,positivity
2652,e_25,"Tèlemakhos, tu ne seras ni un lâche, ni un insensé, si l'excellent esprit de ton père est en toi, tel qu'il le possédait pour parler et pour agir, et ton voyage ne sera ni inutile, ni imparfait. Si tu n'étais le fils d'Odysseus et de Pènélopéia, je n'espérerais pas que tu pusses accomplir ce que tu entreprends, car peu de fils sont semblables à leur père. La plupart sont moindres, peu son meilleurs que leurs parents. Mais tu ne seras ni un lâche, ni un insensé, puisque l'intelligence d'Odysseus est restée en toi, et tu dois espérer accomplir ton dessein. C'est pourquoi oublie les projets et les résolutions des prétendants insensés, car ils ne sont ni prudents, ni équitables, et ils ne songent point à la mort et à la kèr noire qui vont les faire périr tous en un seul jour. Ne tarde donc pas plus longtemps à faire ce que tu as résolu. Moi qui suis le compagnon de ton père, je te préparerai une nef rapide et je t'accompagnerai.""
""Mais retourne à ta demeure te mêler aux prétendants. Apprête nos vivres ; enferme le vin dans les amphores, et, dans les outres épaisses, la farine, moelle des hommes. Moi, je te réunirai des compagnons volontaires parmi le peuple. Il y a beaucoup de nefs, neuves et vieilles, dans Ithakè entourée des flots. Je choisirai la meilleure de toutes, et nous la conduirons, bien armée, sur la mer vaste.",ecstasy,positivity
2653,e_14,Antinoos,,positivity
2654,e_25,"Tèlémakhos, agorète orgueilleux et plein de colère, qu'il n'y ait plus dans ton coeur ni soucis, ni mauvais desseins. Mange et bois en paix comme auparavant. Les Akhaiens agiront pour toi. Ils choisiront une nef et des rameurs, afin que tu ailles promptement à la divine Pylos t'informer de ton illustre père.",ecstasy,positivity
2655,Calmness,"qu'il n'y ait plus dans ton coeur ni soucis, ni mauvais desseins. Mange et bois en paix comme auparavant.",ecstasy,positivity
2656,e_14,Tèlémakhos,,positivity
2657,e_25,"Antinoos, il ne m'est plus permis de m'asseoir au festin et de me réjouir en paix avec vous, orgueilleux ! N'est-ce pas assez, prétendants, que vous ayez déjà dévoré mes meilleures richesses, tandis que j'étais enfant ? Maintenant, je suis plus grand, et j'ai écouté les conseils des autres hommes, et la colère a grandi dans mon coeur. Je tenterai donc de vous apporter la kèr fatale, soit en allant à Pylos, soit ici, par le peuple. Certes, je partirai, et mon voyage ne sera point inutile. J'irai sur une nef louée, puisque je n'ai moi-même ni nef, ni rameurs, et qu'il vous a plu de m'en réduire là.",ecstasy,positivity
2658,Angry,"Antinoos, il ne m'est plus permis de m'asseoir au festin et de me réjouir en paix avec vous, orgueilleux ! N'est-ce pas assez, prétendants, que vous ayez déjà dévoré mes meilleures richesses, tandis que j'étais enfant ? Maintenant, je suis plus grand, et j'ai écouté les conseils des autres hommes, et la colère a grandi dans mon coeur.",ecstasy,positivity
2659,e_14,Prétendants,,positivity
2660,e_25,"Certes, voici que Tèlémakhos médite notre destruction, soit qu'il ramène des alliés de la sablonneuse Pylos, soit qu'il en ramène de Spartè. Il le désire du moins avec ardeur. Peut-être aussi veut-il aller dans la fertile terre d'Ephyrè, afin d'en rapporter des poisons mortels qu'il jettera dans nos kratères pour nous tuer tous.",ecstasy,positivity
2661,Fear,"Certes, voici que Tèlémakhos médite notre destruction",grief,fear
2662,Fear,"Peut-être aussi veut-il aller dans la fertile terre d'Ephyrè, afin d'en rapporter des poisons mortels qu'il jettera dans nos kratères pour nous tuer tous.",ecstasy,positivity
2663,e_14,un autre de ces jeunes hommes orgueilleux,responsiveness,angry
2664,e_25,"Qui sait si, une fois parti sur sa nef creuse, il ne périra pas loin des siens, ayant erré comme Odysseus ? Il nous donnerait ainsi un plus grand travail. Nous aurions à partager ses biens, et nous donnerions cette demeure à sa mère et à celui qu'elle épouserait.",ecstasy,positivity
2665,e_14,Tèlémakhos,,positivity
2666,e_25,"Nourrice, puise dans les amphores le plus doux de ces vins parfumés que tu conserves dans l'attente d'un homme très-malheureux, du divin Odysseus, s'il revient jamais, ayant évité la kèr et la mort. Emplis douze vases et ferme-les de leurs couvercles. Verse de la farine dans des outres bien cousues, et qu'il y en ait vingt mesures. Que tu le saches seule, et réunis toutes ces provisions, je les prendrai à la nuit, quand ma mère sera retirée dans sa chambre, désirant son lit. Je vais à Spartè et à la sablonneuse Pylos pour m'informer du retour de mon père bien-aimé.",ecstasy,positivity
2667,e_14,Eurykléia,,positivity
2668,e_25,"Pourquoi, cher enfant, as-tu cette pensée ? Tu veux aller à travers tant de pays, ô fils unique et bien-aimé ? Mais le divin Odysseus est mort, loin de la terre de la patrie, chez un peuple inconnu. Et les prétendants te tendront aussitôt des pièges, et tu périras par ruse, et ils partageront tes biens. Reste donc ici auprès des tiens ! Il ne faut pas que tu subisses des maux et que tu erres sur la mer indomptée.",ecstasy,positivity
2669,Sadness,"Pourquoi, cher enfant, as-tu cette pensée ? Tu veux aller à travers tant de pays, ô fils unique et bien-aimé ? Mais le divin Odysseus est mort, loin de la terre de la patrie, chez un peuple inconnu.",ecstasy,positivity
2670,Surprise,"Pourquoi, cher enfant, as-tu cette pensée ?",ecstasy,positivity
2671,Fear,"Et les prétendants te tendront aussitôt des pièges, et tu périras par ruse, et ils partageront tes biens.",grief,positivity
2672,e_14,Tèlémakhos,,positivity
2673,e_25,"Rassure-toi, nourrice ; ce dessein n'est point sans l'avis d'un dieu. Mais jure que tu ne diras rien à ma chère mère avant onze ou douze jours, à moins qu'elle me demande ou qu'elle sache que je suis parti, de peur qu'en pleurant elle blesse son beau corps.",grief,positivity
2674,Calmness,"Rassure-toi, nourrice ; ce dessein n'est point sans l'avis d'un dieu.",ecstasy,positivity
2675,e_14,Athènè,,positivity
2676,e_25,"Tèlémakhos, déjà tes compagnons aux belles knèmides sont assis, l'aviron aux mains, prêts à servir ton ardeur. Allons, et ne tardons pas plus longtemps à faire route.",ecstasy,positivity
2677,e_14,Tèlémakhos,,positivity
2678,e_25,"Venez, amis. Emportons les provisions qui sont préparées dans ma demeure. Ma mère et ses femmes ignorent tout. Ma nourrice seule est instruite.",ecstasy,positivity
2679,e_14,Pènélopéia,,positivity
2680,e_25,"Écoutez-moi, illustres prétendants qui, pour manger et boire sans cesse, avez envahi la maison d'un homme absent depuis longtemps, et qui dévorez ses richesses, sans autre prétexte que celui de m'épouser. Voici, ô prétendants, l'épreuve qui vous est proposée. Je vous apporte le grand arc du divin Odysseus. Celui qui, de ses mains, tendra le plus facilement cet arc et lancera une flèche à travers les douze haches, je le suivrai, et il me conduira loin de cette demeure qui a vu ma jeunesse, qui est belle et pleine d'abondance, et dont je me souviendrai, je pense, même dans mes songes.",ecstasy,positivity
2681,Disgust,"illustres prétendants qui, pour manger et boire sans cesse, avez envahi la maison d'un homme absent depuis longtemps, et qui dévorez ses richesses, sans autre prétexte que celui de m'épouser.",enthusiasm,positivity
2682,e_14,Antinoos,,positivity
2683,e_25,"Rustres stupides, qui ne pensez qu'au jour le jour, pourquoi pleurez-vous, misérables, et remuez-vous ainsi dans sa poitrine l'âme de cette femme qui est en proie à la douleur, depuis qu'elle a perdu son cher mari ? Mangez en silence, ou' allez pleurer dehors et laissez ici cet arc. Ce sera pour les prétendants une épreuve difficile, car je ne pense pas qu'on tende aisément cet arc poli. Il n'y a point ici un seul homme tel que Odysseus. Je l'ai vu moi-même, et je m'en souviens, mais j'étais alors un enfant.",ecstasy,positivity
2684,Angry,"Rustres stupides, qui ne pensez qu'au jour le jour, pourquoi pleurez-vous, misérables, et remuez-vous ainsi dans sa poitrine l'âme de cette femme qui est en proie à la douleur, depuis qu'elle a perdu son cher mari ? Mangez en silence, ou' allez pleurer dehors et laissez ici cet arc.",ecstasy,positivity
2685,e_14,Tèlémakhos,,positivity
2686,e_25,"Ô dieux ! Certes, le Kroniôn Zeus m'a rendu insensé. Voici que ma chère mère, bien que très prudente, dit qu'elle va suivre un autre homme et quitter cette demeure ! Et voici que je ris et que je me réjouis dans mon esprit insensé ! Tentez donc, ô prétendants, l'épreuve proposée ! Il n'est point de telle femme dans la terre Akhaienne, ni dans la sainte Pylos, ni dans Argos, ni dans Mykènè, ni dans Ithakè, ni dans la noire Épeiros. Mais vous le savez, qu'est-il besoin de louer ma mère ? Allons, ne retardez pas l'épreuve ; hâtez-vous de tendre cet arc, afin que nous voyions qui vous êtes. Moi-même je ferai l'épreuve de cet arc ; et, si je le tends, si je lance une flèche à travers le fer, ma mère vénérable, à moi qui gémis, ne quittera point ces demeures avec un autre homme et ne m'abandonnera point, moi qui aurai accompli les nobles jeux de mon père !",ecstasy,positivity
2687,Surprise,"Ô dieux ! Certes, le Kroniôn Zeus m'a rendu insensé. Voici que ma chère mère, bien que très prudente, dit qu'elle va suivre un autre homme et quitter cette demeure ! Et voici que je ris et que je me réjouis dans mon esprit insensé !",melancholy,positivity
2688,Joy,Et voici que je ris et que je me réjouis dans mon esprit insensé !,melancholy,positivity
2689,e_14,Tèlémakhos,,positivity
2690,e_25,"Ô dieux ! ou je ne serai jamais qu'un homme sans force, ou je suis trop jeune encore et je n'ai point la vigueur qu'il faudrait pour repousser un guerrier qui m'attaquerait. Allons ! vous qui m'êtes supérieurs par la force, essayez cet arc et terminons cette épreuve.",ecstasy,positivity
2691,Sadness,"Ô dieux ! ou je ne serai jamais qu'un homme sans force, ou je suis trop jeune encore et je n'ai point la vigueur qu'il faudrait pour repousser un guerrier qui m'attaquerait.",melancholy,positivity
2692,e_14,Antinoos,,positivity
2693,e_25,"Compagnons, levez-vous tous, et avancez, l'un après l'autre, dans l'ordre qu'on suit en versant le vin.",ecstasy,positivity
2694,e_14,Leiôdès,,positivity
2695,e_25,"Ô amis, je ne tendrai point cet arc ; qu'un autre le prenne. Cet arc doit priver de leur coeur et de leur âme beaucoup de braves guerriers, car il vaut mieux mourir que de nous retirer vivants, n'ayant point accompli ce que nous espérions ici. Qu'aucun n'espère donc plus, dans son âme, épouser Pènélopéia, la femme d'Odysseus. Après avoir éprouvé cet arc, chacun de vous verra qu'il lui faut rechercher quelque autre femme parmi les Akhaiennes aux beaux péplos, et à laquelle il fera des présents. Pènélopéia épousera ensuite celui qui lui fera le plus de présents et à qui elle est destinée.",ecstasy,positivity
2696,e_14,Antinoos,,positivity
2697,e_25,"Leiôdès, quelle parole s'est échappée d'entre tes dents ? Elle est mauvaise et funeste, et je suis irrité de l'avoir entendue. Cet arc doit priver de leur coeur et de leur âme beaucoup de braves guerriers, parce que tu n'as pu le tendre ! Ta mère vénérable ne t'a point enfanté pour tendre les arcs, mais, bientôt, d'autres prétendants illustres tendront celui-ci.",ecstasy,positivity
2698,Angry,"Leiôdès, quelle parole s'est échappée d'entre tes dents ? Elle est mauvaise et funeste, et je suis irrité de l'avoir entendue. Cet arc doit priver de leur coeur et de leur âme beaucoup de braves guerriers, parce que tu n'as pu le tendre ! Ta mère vénérable ne t'a point enfanté pour tendre les arcs, mais, bientôt, d'autres prétendants illustres tendront celui-ci.",ecstasy,positivity
2699,e_25,"Mélanthios, allume promptement du feu dans la demeure et place devant le feu un grand siège couvert de peaux. Apporte le large disque de graisse qui est dans la maison, afin que les jeunes hommes, l'ayant fait chauffer, en amollissent cet arc, et que nous terminions cette épreuve.",ecstasy,positivity
2700,e_14,Odysseus,,positivity
2701,e_25,"Bouvier, et toi, porcher, vous dirai-je quelque chose et ne vous cacherai-je rien ? Mon âme, en effet, m'ordonne de parler. Viendriez-vous en aide à Odysseus s'il revenait brusquement et si un dieu le ramenait ? À qui viendriez-vous en aide, aux prétendants ou à Odysseus ? Dites ce que votre coeur et votre âme vous ordonnent de dire.",ecstasy,positivity
2702,e_14,le bouvier,,positivity
2703,e_25,"Père Zeus ! Plût aux dieux que mon voeu fût accompli ! Plût aux dieux que ce héros revînt et qu'un dieu le ramenât, tu saurais alors à qui appartiendraient ma force et mes bras !",ecstasy,positivity
2704,Joy,Plût aux dieux que mon voeu fût accompli ! Plût aux dieux que ce héros revînt et qu'un dieu le ramenât,ecstasy,positivity
2705,e_14,Odysseus,,positivity
2706,e_25,"Je suis Odysseus. Après avoir souffert des maux innombrables, je reviens dans la vingtième année sur la terre de la patrie. Je sais que, seuls parmi les serviteurs, vous avez désiré mon retour ; car je n'ai entendu aucun des autres prier pour que je revinsse dans ma demeure. Je vous dirai donc ce qui sera. Si un dieu dompte par mes mains les prétendants insolents, je vous donnerai à tous deux des femmes, des richesses et des demeures bâties auprès des miennes, et vous serez pour Tèlémakhos des compagnons et des frères. Mais je vous montrerai un signe manifeste, afin que vous me reconnaissiez bien et que vous soyez persuadés dans votre âme : cette blessure qu'un sanglier me fit autrefois de ses blanches dents, quand j'allai sur le Parnèsos avec les fils d'Autolykos.",ecstasy,positivity
2707,Sadness,Après avoir souffert des maux innombrables,ecstasy,positivity
2708,e_14,Odysseus,,positivity
2709,e_25,"Cessez de pleurer et de gémir, de peur que, sortant de la demeure, quelqu'un vous voie et le dise ; mais rentrez l'un après l'autre, et non ensemble. Je rentre le premier ; venez ensuite. Maintenant, écoutez ceci : les prétendants insolents ne permettront point, tous, tant qu'ils sont, qu'on me donne l'arc et le carquois ; mais toi, divin Eumaios, apporte-moi l'arc à travers la salle, remets-le dans mes mains, et dis aux servantes de fermer les portes solides de la demeure. Si quelqu'un entend, de la cour, des gémissements et du tumulte, qu'il y reste et s'occupe tranquillement de son travail. Et toi, divin Philoitios, je t'ordonne de fermer les portes de la cour et d'en assujettir les barrières et d'en pousser les verrous.",grief,positivity
2710,Calmness,Cessez de pleurer et de gémir,annoyance,sadness
2711,Fear,"de peur que, sortant de la demeure, quelqu'un vous voie et le dise",fear,positivity
2712,e_14,Eurymakhos,,positivity
2713,e_25,"Ô dieux ! certes, je ressens une grande douleur pour moi et pour tous. Je ne gémis pas seulement à cause de mes noces, bien que j'en sois attristé, car il y a beaucoup d'autres Akhaiennes dans Ithakè entourée des flots et dans les autres villes ; mais je gémis que nous soyons tellement inférieurs en force au divin Odysseus que nous ne puissions tendre son arc. Ce sera notre honte dans l'avenir.",ecstasy,positivity
2714,Sadness,"je ressens une grande douleur pour moi et pour tous. Je ne gémis pas seulement à cause de mes noces, bien que j'en sois attristé",ecstasy,positivity
2715,Sadness,je gémis que nous soyons tellement inférieurs en force au divin Odysseus que nous ne puissions tendre son arc. Ce sera notre honte dans l'avenir.,ecstasy,positivity
2716,e_14,Antinoos,,positivity
2717,e_25,"Eurymakhos, ceci ne sera point. Songes-y toi-même. C'est aujourd'hui parmi le peuple la fête sacrée d'un dieu ; qui pourrait tendre un arc ? Laissons-le en repos, et que les anneaux des haches restent dressés. Je ne pense pas que quelqu'un les enlève dans la demeure du Laertiade Odysseus. Allons ! que celui qui verse le vin emplisse les coupes, afin que nous fassions des libations, après avoir déposé cet arc. Ordonnez au chevrier Mélanthios d'amener demain les meilleures chèvres de tous ses troupeaux, afin qu'ayant brûlé leurs cuisses pour Apollôn illustre par son arc, nous tentions de nouveau et nous terminions l'épreuve.",ecstasy,positivity
2718,Calmness,C'est aujourd'hui parmi le peuple la fête sacrée d'un dieu ; qui pourrait tendre un arc ? Laissons-le en repos,terror,positivity
2719,e_14,Odysseus,,positivity
2720,e_25,"Écoutez-moi, prétendants de l'illustre reine, afin que je dise ce que mon coeur m'ordonne dans ma poitrine. Je prie surtout Eurymakhos et le roi Antinoos, car ce dernier a parlé comme il convenait. Laissez maintenant cet arc, et remettez le reste aux dieux. Demain un dieu donnera la victoire à qui il voudra : mais donnez-moi cet arc poli, afin que je fasse devant vous l'épreuve de mes mains et de ma force, et que je voie si j'ai encore la force d'autrefois dans mes membres courbés, ou si mes courses errantes et la misère me l'ont enlevée.",ecstasy,positivity
2721,e_14,Antinoos,,positivity
2722,e_25,"Ah ! misérable étranger, ne te reste-t-il plus le moindre sens ? Ne te plaît-il plus de prendre tranquillement ton repas à nos tables ? Es-tu privé de nourriture ? N'entends-tu pas nos paroles ? Jamais aucun autre étranger ou mendiant ne nous a écoutés ainsi. Le doux vin te trouble, comme il trouble celui qui en boit avec abondance et non convenablement. Certes, ce fut le vin qui troubla l'illustre centaure Eurythiôn, chez les Lapithes, dans la demeure du magnanime Peirithoos. Il troubla son esprit avec le vin, et, devenu furieux, il commit des actions mauvaises dans la demeure de Peirithoos. Et la douleur saisit alors les héros, et ils le traînèrent hors du portique, et ils lui coupèrent les oreilles avec l'airain cruel, et les narines. Et, l'esprit égaré, il s'en alla, emportant son supplice et son coeur furieux. Et c'est de là que s'éleva la guerre entre les centaures et les hommes ; mais ce fut d'abord Eurythiôn qui, étant ivre, trouva son malheur. Je te prédis un châtiment aussi grand si tu tends cet arc. Tu ne supplieras plus personne dans cette demeure, car nous t'enverrons aussitôt sur une nef noire au roi Ékhétos, le plus féroce de tous les hommes. Et là tu ne te sauveras pas. Bois donc en repos et ne lutte point contre des hommes plus jeunes que toi.",ecstasy,positivity
2723,Angry,"Ah ! misérable étranger, ne te reste-t-il plus le moindre sens ? Ne te plaît-il plus de prendre tranquillement ton repas à nos tables ? Es-tu privé de nourriture ? N'entends-tu pas nos paroles ? Jamais aucun autre étranger ou mendiant ne nous a écoutés ainsi.",terror,positivity
2724,Surprise,"Ah ! misérable étranger, ne te reste-t-il plus le moindre sens ?",terror,sadness
2725,Angry,"Je te prédis un châtiment aussi grand si tu tends cet arc. Tu ne supplieras plus personne dans cette demeure, car nous t'enverrons aussitôt sur une nef noire au roi Ékhétos, le plus féroce de tous les hommes. Et là tu ne te sauveras pas.",terror,positivity
2726,Calmness,Bois donc en repos et ne lutte point contre des hommes plus jeunes que toi.,terror,positivity
2727,e_14,Pènélopéia,,positivity
2728,e_25,"Antinoos, il n'est ni bon ni juste d'outrager les hôtes de Tèlémakhos, quel que soit celui qui entre dans ses demeures. Crois-tu que si cet étranger, confiant dans ses forces, tendait le grand arc d'Odysseus, il me conduirait dans sa demeure et ferait de moi sa femme ? Lui-même ne l'espère point dans son esprit. Qu'aucun de vous, prenant ici son repas, ne s'inquiète de ceci, car cette pensée n'est point convenable.",ecstasy,positivity
2729,Calmness,"Qu'aucun de vous, prenant ici son repas, ne s'inquiète de ceci, car cette pensée n'est point convenable.",ecstasy,positivity
2730,e_14,Eurymakhos,,positivity
2731,e_25,"Fille d'Ikarios, prudente Pènélopéia, nous ne croyons point que cet homme t'épouse, car cette pensée ne serait point convenable ; mais nous craignons la rumeur des hommes et des femmes. Le dernier des Akhaiens dirait : – ‘Certes, ce sont les pires des hommes qui recherchent la femme d'un homme irréprochable, car ils n'ont pu tendre son arc poli, tandis qu'un mendiant vagabond a tendu aisément l'arc et lancé une flèche à travers le fer.’ – En parlant ainsi, il nous couvrirait d'opprobre.",ecstasy,positivity
2732,Fear,"nous craignons la rumeur des hommes et des femmes. Le dernier des Akhaiens dirait : – ‘Certes, ce sont les pires des hommes qui recherchent la femme d'un homme irréprochable, car ils n'ont pu tendre son arc poli, tandis qu'un mendiant vagabond a tendu aisément l'arc et lancé une flèche à travers le fer.’ – En parlant ainsi, il nous couvrirait d'opprobre.",ecstasy,positivity
2733,e_14,Pènélopéia,,positivity
2734,e_25,"Eurymakhos, ils ne peuvent s'illustrer parmi le peuple ceux qui méprisent et ruinent la maison d'un homme brave. Pourquoi vous êtes-vous couverts d'opprobre vous-mêmes ? Cet étranger est grand et fort, et il se glorifie d'être d'une bonne race. Donnez-lui donc l'arc d'Odysseus, afin que nous voyions ce qu'il en fera. Et je le dis, et ma parole s'accomplira : s'il tend l'arc et si Apollôn lui accorde cette gloire, je le couvrirai de beaux vêtements, d'un manteau et d'une tunique, et je lui donnerai une lance aiguë pour qu'il se défende des chiens et des hommes, et une épée à deux tranchants. Et je lui donnerai aussi des sandales, et je le renverrai là où son coeur et son âme lui ordonnent d'aller.",ecstasy,positivity
2735,Disgust,ils ne peuvent s'illustrer parmi le peuple ceux qui méprisent et ruinent la maison d'un homme brave.,terror,positivity
2736,e_14,Tèlémakhos,,positivity
2737,e_25,"Ma mère, aucun des Akhaiens ne peut m'empêcher de donner ou de refuser cet arc à qui je voudrai, ni aucun de ceux qui dominent dans l'âpre Ithakè ou qui habitent Élis où paissent les chevaux. Aucun d'entre eux ne m'arrêtera si je veux donner cet arc à mon hôte. Mais rentre dans ta chambre haute et prends souci de tes travaux, de la toile et du fuseau. Ordonne aux servantes de reprendre leur tâche. Tout le reste regarde les hommes, et surtout moi qui commande dans cette demeure.",ecstasy,positivity
2738,e_14,l'un de ces jeunes hommes,terror,positivity
2739,e_25,"Où portes-tu cet arc, immonde porcher ? vagabond ! Bientôt les chiens rapides que tu nourris te mangeront au milieu de tes porcs, loin des hommes, si Apollôn et les autres dieux immortels nous sont propices.",grief,positivity
2740,Angry,"Où portes-tu cet arc, immonde porcher ? vagabond ! Bientôt les chiens rapides que tu nourris te mangeront au milieu de tes porcs, loin des hommes, si Apollôn et les autres dieux immortels nous sont propices.",grief,positivity
2741,e_14,Eumaios,,positivity
2742,e_14,Tèlémakhos,,positivity
2743,e_25,"Père ! porte promptement l'arc plus loin, et n'obéis pas à tout le monde, de peur que, bien que plus jeune que toi, je te chasse à coups de pierres vers tes champs, car je suis le plus fort. Plût aux dieux que je fusse aussi supérieur par la force de mes bras aux prétendants qui sont ici ! car je les chasserais aussitôt honteusement de ma demeure où ils commettent des actions mauvaises.",melancholy,positivity
2744,Fear,"de peur que, bien que plus jeune que toi, je te chasse à coups de pierres vers tes champs, car je suis le plus fort.",enthusiasm,positivity
2745,Angry,Plût aux dieux que je fusse aussi supérieur par la force de mes bras aux prétendants qui sont ici ! car je les chasserais aussitôt honteusement de ma demeure où ils commettent des actions mauvaises.,melancholy,positivity
2746,e_25,"Tèlémakhos t'ordonne, ô prudente Eurykléia, de fermer les portes solides de la maison. Si quelqu'un des nôtres entend, de la cour, des gémissements ou du tumulte, qu'il y reste et s'occupe tranquillement de son travail.",grief,positivity
2747,e_14,les prétendants,grief,positivity
2748,e_25,"Certes, celui-ci est un admirateur ou un voleur d'arcs. Peut-être en a-t-il de semblables dans sa demeure, ou veut-il en faire ? Comme ce vagabond plein de mauvais desseins le retourne entre ses mains.",ecstasy,positivity
2749,Surprise,Comme ce vagabond plein de mauvais desseins le retourne entre ses mains.,,sadness
2750,e_14,l'un de ces jeunes hommes,terror,positivity
2751,e_25,"Plût aux dieux que cet arc lui portât malheur, aussi sûrement qu'il ne pourra le tendre !",ecstasy,positivity
2752,e_14,Odysseus,,positivity
2753,e_25,"Tèlémakhos, l'étranger assis dans tes demeures ne te fait pas honte. Je ne me suis point écarté du but, et je ne me suis point longtemps fatigué à tendre cet arc. Ma vigueur est encore entière, et les prétendants ne me mépriseront plus. Mais voici l'heure pour les Akhaiens de préparer le repas pendant qu'il fait encore jour ; puis ils se charmeront des sons de la kithare et du chant, qui sont les ornements des repas.",ecstasy,positivity
2754,e_14,Athènè,,positivity
